Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Otsego_County,_Michigan",,,,,,,,,,"1,974","4,272","6,175","6,552","6,043","5,554","5,827","6,435","7,545","10,422","14,993","17,957","23,301","24,164",,,"24,665",,,Otsego County, Michigan
"https://en.wikipedia.org/wiki/Ottawa_County,_Michigan",,,,,,208,"5,587","13,215","26,651","33,126","35,358","39,667","45,301","47,660","54,858","59,660","73,751","98,719","128,181","157,174","187,768","238,314","263,801",,,,"291,830",,Ottawa County, Michigan
"https://en.wikipedia.org/wiki/Presque_Isle_County,_Michigan",,,,,,,,26,355,"3,113","4,687","8,821","11,249","12,131","11,330","12,250","11,996","13,117","12,836","14,267","13,743","14,411","13,376",,,"12,738",,,Presque Isle County, Michigan
"https://en.wikipedia.org/wiki/Roscommon_County,_Michigan",,,,,,,,,,"1,459","2,033","1,787","2,274","2,032","2,055","3,668","5,916","7,200","9,892","16,374","19,776","25,469","24,449",,,"23,884",,,Roscommon County, Michigan
"https://en.wikipedia.org/wiki/Saginaw_County,_Michigan",,,,,,892,"2,609","12,693","39,097","59,095","82,273","81,222","89,290","100,286","120,717","130,468","153,515","190,752","219,743","228,059","211,946","210,039","200,169",,,,"190,539",,Saginaw County, Michigan
"https://en.wikipedia.org/wiki/St._Clair_County,_Michigan",,,,,"1,114","4,606","10,420","26,604","36,661","46,197","52,105","55,228","52,341","58,009","67,563","76,222","91,599","107,201","120,175","138,802","145,607","164,235","163,040",,,"159,128",,,St. Clair County, Michigan
"https://en.wikipedia.org/wiki/St._Joseph_County,_Michigan",,,,,"1,313","7,068","12,725","21,262","26,275","26,626","23,356","23,889","25,499","26,818","30,618","31,749","35,071","42,332","47,392","56,083","58,913","62,422","61,295",,,"61,043",,,St. Joseph County, Michigan
"https://en.wikipedia.org/wiki/Sanilac_County,_Michigan",,,,,,,"2,112","7,599","14,562","26,341","32,589","35,055","33,930","31,237","27,751","30,114","30,837","32,314","34,889","40,789","39,928","44,547","43,114",,,"41,182",,,Sanilac County, Michigan
"https://en.wikipedia.org/wiki/Schoolcraft_County,_Michigan",,,,,,,,,,"1,575","5,818","7,889","8,681","9,977","8,451","9,524","9,148","8,953","8,226","8,575","8,302","8,903","8,485",,,"8,068",,,Schoolcraft County, Michigan
"https://en.wikipedia.org/wiki/Shiawassee_County,_Michigan",,,,,,"2,103","5,230","12,349","20,858","27,059","30,952","33,866","33,246","35,924","39,517","41,207","45,967","53,446","63,075","71,140","69,770","71,687","70,648",,,"68,192",,,Shiawassee County, Michigan
"https://en.wikipedia.org/wiki/Tuscola_County,_Michigan",,,,,,,291,"4,886","13,714","25,738","32,508","25,890","34,913","33,320","32,934","35,694","38,258","43,305","48,603","56,961","55,498","58,266","55,729",,,"52,516",,,Tuscola County, Michigan
"https://en.wikipedia.org/wiki/Van_Buren_County,_Michigan",,,,,5,"1,910","5,800","15,224","28,829","30,807","30,541","33,274","33,185","30,715","32,637","35,111","39,184","48,395","56,173","66,814","70,060","76,263","76,258",,,"75,448",,,Van Buren County, Michigan
"https://en.wikipedia.org/wiki/Washtenaw_County,_Michigan",,,,,"4,042","23,571","28,567","35,686","41,434","41,848","42,210","47,761","44,714","49,520","65,530","80,810","134,606","172,440","234,103","264,748","282,937","322,895","344,791",,,,"367,601",,Washtenaw County, Michigan
"https://en.wikipedia.org/wiki/Wayne_County,_Michigan",,,"2,227","3,574","6,781","24,173","42,756","75,547","119,068","168,444","257,114","348,793","531,591","1,177,645","1,888,946","2,015,623","2,435,235","2,666,297","2,666,751","2,337,843","2,111,687","2,061,162","1,820,584",,,,"1,749,343",,Wayne County, Michigan
"https://en.wikipedia.org/wiki/Wexford_County,_Michigan",,,,,,,,,650,"6,815","11,278","16,845","20,769","18,207","16,827","17,976","18,628","18,466","19,717","25,102","26,360","30,484","32,735",,,"33,466",,,Wexford County, Michigan
"https://en.wikipedia.org/wiki/Aitkin_County,_Minnesota",,,,,,,,2,178,366,"2,462","6,473","10,371","15,043","15,009","17,865","14,327","12,162","11,403","13,404","12,425","15,301","16,202",,,,"15,886",,Aitkin County, Minnesota
"https://en.wikipedia.org/wiki/Anoka_County,_Minnesota",,,,,,,,"2,106","3,940","7,108","9,884","11,313","12,493","15,626","18,415","22,443","35,579","85,916","154,712","195,998","243,641","298,084","330,844",,,,"356,921",,Anoka County, Minnesota
"https://en.wikipedia.org/wiki/Becker_County,_Minnesota",,,,,,,,386,308,"5,218","9,401","14,375","18,840","22,851","22,503","26,562","24,836","23,959","24,372","29,336","27,881","30,000","32,504",,,,"34,423",,Becker County, Minnesota
"https://en.wikipedia.org/wiki/Beltrami_County,_Minnesota",,,,,,,,,80,10,312,"11,030","19,337","27,079","20,707","26,107","24,962","23,425","26,373","30,982","34,384","39,650","44,442",,,,"47,188",,Beltrami County, Minnesota
"https://en.wikipedia.org/wiki/Benton_County,_Minnesota",,,,,,,418,627,"1,558","3,012","6,284","9,912","11,615","14,073","15,056","16,106","15,911","17,287","20,841","25,187","30,185","34,226","38,451",,,,"40,889",,Benton County, Minnesota
"https://en.wikipedia.org/wiki/Big_Stone_County,_Minnesota",,,,,,,,,24,"3,688","5,722","8,731","9,367","9,766","9,838","10,447","9,607","8,954","7,941","7,716","6,285","5,820","5,269",,,,"4,991",,Big Stone County, Minnesota
"https://en.wikipedia.org/wiki/Blue_Earth_County,_Minnesota",,,,,,,,"4,803","17,302","22,889","29,210","32,263","29,337","31,477","33,847","36,203","38,327","44,385","52,322","52,314","54,044","55,941","64,013",,,,"67,653",,Blue Earth County, Minnesota
"https://en.wikipedia.org/wiki/Brown_County,_Minnesota",,,,,,,,"2,339","6,396","12,018","15,817","19,787","20,134","22,421","23,428","25,544","25,895","27,676","28,887","28,645","26,984","26,911","25,893",,,,"25,008",,Brown County, Minnesota
"https://en.wikipedia.org/wiki/Carlton_County,_Minnesota",,,,,,,,51,286,"1,230","5,272","10,017","17,559","19,391","21,232","24,212","24,584","27,932","28,072","29,936","29,259","31,671","35,386",,,,"35,871",,Carlton County, Minnesota
"https://en.wikipedia.org/wiki/Carver_County,_Minnesota",,,,,,,,"5,106","11,586","14,140","16,532","17,544","17,455","16,946","16,936","17,606","18,155","21,358","28,331","37,046","47,915","70,205","91,042",,,,,"106,691",Carver County, Minnesota
"https://en.wikipedia.org/wiki/Cass_County,_Minnesota",,,,,,,,150,380,486,"1,247","7,777","11,620","15,897","15,591","20,646","19,468","16,720","17,323","21,050","21,791","27,150","28,567",,,,"29,779",,Cass County, Minnesota
"https://en.wikipedia.org/wiki/Chippewa_County,_Minnesota",,,,,,,,,"1,467","5,408","8,555","12,499","13,458","15,720","15,762","16,927","16,739","16,320","15,109","14,941","13,228","13,088","12,441",,,,"11,800",,Chippewa County, Minnesota
"https://en.wikipedia.org/wiki/Chisago_County,_Minnesota",,,,,,,,"1,743","4,358","7,982","10,359","13,248","13,537","14,445","13,189","13,124","12,669","13,419","17,492","25,717","30,521","41,101","53,887",,,,"56,579",,Chisago County, Minnesota
"https://en.wikipedia.org/wiki/Clay_County,_Minnesota",,,,,,,,72,92,"5,887","11,517","17,942","19,640","21,780","23,120","25,337","30,363","39,080","46,585","49,327","50,422","51,229","58,999",,,,"64,222",,Clay County, Minnesota
"https://en.wikipedia.org/wiki/Clearwater_County,_Minnesota",,,,,,,,,,,,,"6,870","8,569","9,546","11,153","10,204","8,864","8,013","8,761","8,309","8,423","8,695",,,,"8,818",,Clearwater County, Minnesota
"https://en.wikipedia.org/wiki/Cook_County,_Minnesota",,,,,,,,,,65,98,810,"1,336","1,841","2,435","3,030","2,900","3,377","3,423","4,092","3,868","5,168","5,176",,,,"5,463",,Cook County, Minnesota
"https://en.wikipedia.org/wiki/Cottonwood_County,_Minnesota",,,,,,,,12,534,"5,533","7,412","12,069","12,651","14,570","14,782","16,143","15,763","16,166","14,887","14,854","12,694","12,167","11,687",,,,"11,196",,Cottonwood County, Minnesota
"https://en.wikipedia.org/wiki/Crow_Wing_County,_Minnesota",,,,,,,,269,200,"2,319","8,852","14,250","16,861","24,566","25,627","30,226","30,875","32,134","34,826","41,722","44,249","55,099","62,500",,,,"65,055",,Crow Wing County, Minnesota
"https://en.wikipedia.org/wiki/Dakota_County,_Minnesota",,,,,,,584,"9,093","16,312","17,391","20,240","21,733","25,171","28,967","34,592","39,660","49,019","78,303","139,808","194,279","275,227","355,904","398,552",,,,"429,021",,Dakota County, Minnesota
"https://en.wikipedia.org/wiki/Dodge_County,_Minnesota",,,,,,,,"3,797","8,598","11,344","10,864","13,340","12,094","12,552","12,127","12,931","12,624","13,259","13,037","14,773","15,731","17,731","20,087",,,,"20,934",,Dodge County, Minnesota
"https://en.wikipedia.org/wiki/Douglas_County,_Minnesota",,,,,,,,,"4,239","9,130","14,606","17,964","17,669","19,039","18,813","20,369","21,304","21,313","22,892","27,839","28,839","32,821","36,009",,,,"38,141",,Douglas County, Minnesota
"https://en.wikipedia.org/wiki/Faribault_County,_Minnesota",,,,,,,,"1,335","9,940","13,016","16,708","22,055","19,949","20,998","21,642","23,941","23,879","23,685","20,896","19,714","16,937","16,181","14,553",,,,"13,653",,Faribault County, Minnesota
"https://en.wikipedia.org/wiki/Fillmore_County,_Minnesota",,,,,,,,"13,542","24,887","28,162","25,996","28,288","25,680","25,330","24,748","25,830","24,465","23,768","21,916","21,930","20,777","21,122","20,866",,,,"21,067",,Fillmore County, Minnesota
"https://en.wikipedia.org/wiki/Freeborn_County,_Minnesota",,,,,,,,"3,367","10,578","16,069","17,962","21,838","22,282","24,692","28,741","31,780","34,517","37,891","38,064","36,329","33,060","32,584","31,255",,,,"30,281",,Freeborn County, Minnesota
"https://en.wikipedia.org/wiki/Goodhue_County,_Minnesota",,,,,,,,"8,977","22,018","29,651","28,806","31,137","31,637","30,799","31,317","31,564","32,118","33,035","34,804","38,749","40,690","44,127","46,183",,,,"46,340",,Goodhue County, Minnesota
"https://en.wikipedia.org/wiki/Grant_County,_Minnesota",,,,,,,,,340,"3,004","6,875","8,935","9,114","9,788","9,558","9,828","9,542","8,870","7,462","7,171","6,246","6,289","6,018",,,,"5,972",,Grant County, Minnesota
"https://en.wikipedia.org/wiki/Hennepin_County,_Minnesota",,,,,,,,"12,849","31,566","67,013","185,294","228,340","333,480","415,419","517,785","568,899","676,579","842,854","960,080","941,411","1,032,431","1,116,200","1,152,425",,,,"1,278,869",,Hennepin County, Minnesota
"https://en.wikipedia.org/wiki/Houston_County,_Minnesota",,,,,,,,"6,645","14,936","16,332","14,653","15,400","14,297","14,013","13,845","14,735","14,435","16,588","17,556","18,382","18,497","19,718","19,027",,,,"18,600",,Houston County, Minnesota
"https://en.wikipedia.org/wiki/Hubbard_County,_Minnesota",,,,,,,,,,,"1,412","6,578","9,831","10,136","9,596","11,085","11,085","9,962","10,583","14,098","14,939","18,376","20,428",,,,"21,491",,Hubbard County, Minnesota
"https://en.wikipedia.org/wiki/Isanti_County,_Minnesota",,,,,,,,284,"2,035","5,063","7,607","11,675","12,615","13,278","12,081","12,950","12,123","13,530","16,560","23,600","25,921","31,287","37,816",,,,"40,596",,Isanti County, Minnesota
"https://en.wikipedia.org/wiki/Itasca_County,_Minnesota",,,,,,,97,51,96,124,743,"4,573","17,208","23,876","27,224","32,996","33,321","38,006","35,530","43,069","40,863","43,992","45,058",,,,"45,130",,Itasca County, Minnesota
"https://en.wikipedia.org/wiki/Jackson_County,_Minnesota",,,,,,,,181,"1,825","4,806","8,924","14,793","14,491","15,955","15,863","16,805","16,306","15,501","14,352","13,690","11,677","11,268","10,266",,,,"9,846",,Jackson County, Minnesota
"https://en.wikipedia.org/wiki/Kanabec_County,_Minnesota",,,,,,,,30,93,505,"1,579","4,614","6,461","9,086","8,558","9,651","9,192","9,007","9,775","12,161","12,802","14,996","16,239",,,,"16,337",,Kanabec County, Minnesota
"https://en.wikipedia.org/wiki/Kandiyohi_County,_Minnesota",,,,,,,,76,"1,760","10,159","13,997","18,416","18,969","22,060","23,574","26,524","28,644","29,987","30,548","36,763","38,761","41,203","42,239",,,,"43,199",,Kandiyohi County, Minnesota
"https://en.wikipedia.org/wiki/Kittson_County,_Minnesota",,,,,,,,"1,612",64,905,"5,387","7,889","9,669","10,638","9,688","10,717","9,649","8,343","6,853","6,672","5,767","5,285","4,552",,,,"4,298",,Kittson County, Minnesota
"https://en.wikipedia.org/wiki/Koochiching_County,_Minnesota",,,,,,,,,,,,,"6,431","13,520","14,078","16,930","16,910","18,190","17,131","17,571","16,299","14,355","13,311",,,,"12,229",,Koochiching County, Minnesota
"https://en.wikipedia.org/wiki/Lac_qui_Parle_County,_Minnesota",,,,,,,,,145,"4,891","10,382","14,289","15,435","15,554","15,398","15,509","14,545","13,330","11,164","10,592","8,924","8,067","7,259",,,,"6,623",,Lac qui Parle County, Minnesota
"https://en.wikipedia.org/wiki/Lake_County,_Minnesota",,,,,,,,248,135,106,"1,299","4,654","8,011","8,251","7,068","6,956","7,781","13,702","13,351","13,043","10,415","11,058","10,866",,,,"10,641",,Lake County, Minnesota
"https://en.wikipedia.org/wiki/Lake_of_the_Woods_County,_Minnesota",,,,,,,,,,,,,,,"4,194","5,975","4,955","4,304","3,987","3,764","4,076","4,522","4,045",,,,"3,740",,Lake of the Woods County, Minnesota
"https://en.wikipedia.org/wiki/Le_Sueur_County,_Minnesota",,,,,,,,"5,318","11,607","16,303","19,057","20,234","18,609","17,870","17,990","19,227","19,088","19,906","21,331","23,434","23,929","25,426","27,703",,,,"28,887",,Le Sueur County, Minnesota
"https://en.wikipedia.org/wiki/Lincoln_County,_Minnesota",,,,,,,,,,"2,945","5,691","8,966","9,874","11,268","11,303","10,797","10,150","9,651","8,143","8,207","6,890","6,429","5,896",,,,"5,639",,Lincoln County, Minnesota
"https://en.wikipedia.org/wiki/Lyon_County,_Minnesota",,,,,,,,,,"6,257","9,501","14,591","15,722","18,837","19,328","21,569","22,253","22,655","24,273","25,207","24,789","25,425","25,857",,,,"25,474",,Lyon County, Minnesota
"https://en.wikipedia.org/wiki/McLeod_County,_Minnesota",,,,,,,,"1,286","5,643","12,342","17,026","19,595","18,691","20,444","20,522","21,380","22,198","24,401","27,662","29,657","32,030","34,898","36,651",,,,"35,893",,McLeod County, Minnesota
"https://en.wikipedia.org/wiki/Mahnomen_County,_Minnesota",,,,,,,,,,,,,"3,249","6,197","6,153","8,054","7,059","6,341","5,638","5,535","5,044","5,190","5,413",,,,"5,527",,Mahnomen County, Minnesota
"https://en.wikipedia.org/wiki/Marshall_County,_Minnesota",,,,,,,,,,992,"9,130","15,698","16,338","19,443","17,003","18,364","16,125","14,262","13,060","13,027","10,993","10,155","9,439",,,,"9,336",,Marshall County, Minnesota
"https://en.wikipedia.org/wiki/Martin_County,_Minnesota",,,,,,,,151,"3,867","5,249","9,408","16,936","17,518","21,085","22,401","24,656","25,655","26,986","24,316","24,687","22,914","21,802","20,840",,,,"19,683",,Martin County, Minnesota
"https://en.wikipedia.org/wiki/Meeker_County,_Minnesota",,,,,,,,928,"6,090","11,739","15,456","17,753","17,022","18,103","17,914","19,277","18,966","18,887","18,387","20,594","20,846","22,644","23,300",,,,"23,222",,Meeker County, Minnesota
"https://en.wikipedia.org/wiki/Mille_Lacs_County,_Minnesota",,,,,,,,73,"1,109","1,501","2,845","8,066","10,705","14,180","14,076","15,558","15,165","14,560","15,703","18,430","18,670","22,330","26,097",,,,"26,277",,Mille Lacs County, Minnesota
"https://en.wikipedia.org/wiki/Morrison_County,_Minnesota",,,,,,,,618,"1,681","5,875","13,325","22,891","24,053","25,841","25,442","27,473","25,832","26,641","26,949","29,311","29,604","31,712","33,198",,,,"33,386",,Morrison County, Minnesota
"https://en.wikipedia.org/wiki/Mower_County,_Minnesota",,,,,,,,"3,217","10,447","16,799","18,019","22,335","22,640","25,993","28,065","36,113","42,277","48,498","44,919","40,390","37,385","38,603","39,163",,,,"40,062",,Mower County, Minnesota
"https://en.wikipedia.org/wiki/Murray_County,_Minnesota",,,,,,,,29,209,"3,604","6,692","11,911","11,755","13,631","13,902","15,060","14,801","14,743","12,508","11,507","9,660","9,165","8,725",,,,"8,194",,Murray County, Minnesota
"https://en.wikipedia.org/wiki/Nicollet_County,_Minnesota",,,,,,,,"3,778","8,362","12,333","13,382","14,774","14,125","15,036","16,550","18,282","20,929","23,196","24,518","26,929","28,076","29,771","32,727",,,,"34,274",,Nicollet County, Minnesota
"https://en.wikipedia.org/wiki/Nobles_County,_Minnesota",,,,,,,,35,117,"4,435","7,958","14,932","15,210","17,917","18,618","21,215","22,435","23,365","23,208","21,840","20,098","20,832","21,378",,,,"21,629",,Nobles County, Minnesota
"https://en.wikipedia.org/wiki/Norman_County,_Minnesota",,,,,,,,,,,"10,618","15,045","13,446","14,880","14,061","14,746","12,909","11,253","10,008","9,379","7,975","7,442","6,852",,,,"6,375",,Norman County, Minnesota
"https://en.wikipedia.org/wiki/Olmsted_County,_Minnesota",,,,,,,,"9,524","19,793","21,543","19,806","23,119","22,497","28,014","35,426","42,658","48,228","65,532","84,104","92,006","106,470","124,277","144,248",,,,"158,293",,Olmsted County, Minnesota
"https://en.wikipedia.org/wiki/Otter_Tail_County,_Minnesota",,,,,,,,240,"1,968","18,675","34,232","45,375","46,036","50,818","51,006","53,192","51,320","48,960","46,097","51,937","50,714","57,159","57,303",,,,"58,746",,Otter Tail County, Minnesota
"https://en.wikipedia.org/wiki/Pennington_County,_Minnesota",,,,,,,,,,,,,"9,376","12,091","10,487","12,913","12,965","12,468","13,266","15,258","13,306","13,584","13,930",,,,"14,119",,Pennington County, Minnesota
"https://en.wikipedia.org/wiki/Pine_County,_Minnesota",,,,,,,,92,648,"1,365","4,052","11,546","15,878","21,117","20,264","21,478","18,223","17,004","16,821","19,871","21,264","26,530","29,750",,,,"29,579",,Pine County, Minnesota
"https://en.wikipedia.org/wiki/Pipestone_County,_Minnesota",,,,,,,,,,"2,092","5,132","9,264","9,553","12,050","12,238","13,794","14,003","13,605","12,791","11,690","10,491","9,895","9,596",,,,"9,126",,Pipestone County, Minnesota
"https://en.wikipedia.org/wiki/Polk_County,_Minnesota",,,,,,,,,,"11,433","30,192","35,429","36,001","37,090","36,019","37,734","35,900","36,182","34,435","34,844","32,498","31,369","31,600",,,,"31,364",,Polk County, Minnesota
"https://en.wikipedia.org/wiki/Pope_County,_Minnesota",,,,,,,,,"2,691","5,874","10,032","12,577","12,746","13,631","13,085","13,544","12,862","11,914","11,107","11,657","10,745","11,236","10,995",,,,"11,249",,Pope County, Minnesota
"https://en.wikipedia.org/wiki/Ramsey_County,_Minnesota",,,,,,,"2,227","12,150","23,085","45,890","139,796","170,554","223,675","244,554","286,721","309,935","355,332","422,525","476,255","459,784","485,765","511,035","508,640",,,,,"554,847",Ramsey County, Minnesota
"https://en.wikipedia.org/wiki/Red_Lake_County,_Minnesota",,,,,,,,,,,,"12,195","6,564","7,263","6,887","7,413","6,806","5,830","5,388","5,471","4,525","4,299","4,089",,,,"4,055",,Red Lake County, Minnesota
"https://en.wikipedia.org/wiki/Redwood_County,_Minnesota",,,,,,,,,"1,829","5,375","9,886","17,261","18,425","20,908","20,620","22,290","22,127","21,718","20,024","19,341","17,254","16,815","16,059",,,,"15,170",,Redwood County, Minnesota
"https://en.wikipedia.org/wiki/Renville_County,_Minnesota",,,,,,,,245,"3,219","10,791","17,099","23,693","23,123","23,634","23,645","24,625","23,954","23,249","21,139","20,401","17,673","17,154","15,730",,,,"14,548",,Renville County, Minnesota
"https://en.wikipedia.org/wiki/Rice_County,_Minnesota",,,,,,,,"7,543","16,083","22,481","23,968","26,080","25,911","28,307","29,974","32,160","36,235","38,988","41,582","46,087","49,183","56,665","64,142",,,,"66,972",,Rice County, Minnesota
"https://en.wikipedia.org/wiki/Rock_County,_Minnesota",,,,,,,,23,138,"3,669","6,817","9,668","10,222","10,965","10,962","10,933","11,278","11,864","11,346","10,703","9,806","9,721","9,687",,,,"9,315",,Rock County, Minnesota
"https://en.wikipedia.org/wiki/Roseau_County,_Minnesota",,,,,,,,,,,,"6,994","11,338","13,305","12,621","15,103","14,505","12,154","11,569","12,574","15,026","16,338","15,629",,,,"15,165",,Roseau County, Minnesota
"https://en.wikipedia.org/wiki/St._Louis_County,_Minnesota",,,,,,,,406,"4,561","4,504","44,862","82,932","163,274","206,391","204,596","206,917","206,062","231,588","220,693","222,229","198,213","200,528","200,226",,,,"199,070",,St. Louis County, Minnesota
"https://en.wikipedia.org/wiki/Scott_County,_Minnesota",,,,,,,,"4,595","11,042","13,516","13,831","15,147","14,888","14,245","14,116","15,585","16,486","21,909","32,423","43,784","57,846","89,498","129,928",,,,,"151,643",Scott County, Minnesota
"https://en.wikipedia.org/wiki/Sherburne_County,_Minnesota",,,,,,,,723,"2,050","3,855","5,908","7,281","8,136","9,651","9,709","10,456","10,661","12,861","18,344","29,908","41,945","64,417","88,499",,,,,"98,589",Sherburne County, Minnesota
"https://en.wikipedia.org/wiki/Sibley_County,_Minnesota",,,,,,,,"3,609","6,725","10,637","15,199","16,862","15,540","15,635","15,865","16,625","15,816","16,228","15,845","15,448","14,366","15,356","15,226",,,,"14,865",,Sibley County, Minnesota
"https://en.wikipedia.org/wiki/Stearns_County,_Minnesota",,,,,,,,"4,505","14,206","21,956","34,844","44,464","47,733","55,741","62,121","67,200","70,681","80,345","95,400","108,161","118,791","133,166","150,642",,,,"161,075",,Stearns County, Minnesota
"https://en.wikipedia.org/wiki/Steele_County,_Minnesota",,,,,,,,"2,863","8,271","12,400","13,232","16,524","16,146","18,061","18,475","19,749","21,155","25,029","26,931","30,328","30,729","33,680","36,575",,,,"36,649",,Steele County, Minnesota
"https://en.wikipedia.org/wiki/Stevens_County,_Minnesota",,,,,,,,,174,"3,911","5,251","8,721","8,293","9,778","10,185","11,039","11,106","11,262","11,218","11,322","10,634","10,053","9,726",,,,"9,805",,Stevens County, Minnesota
"https://en.wikipedia.org/wiki/Swift_County,_Minnesota",,,,,,,,,,"7,473","10,161","13,503","12,949","15,093","14,735","15,469","15,837","14,936","13,177","12,920","10,724","11,956","9,783",,,,"9,266",,Swift County, Minnesota
"https://en.wikipedia.org/wiki/Todd_County,_Minnesota",,,,,,,,430,"2,036","6,133","12,930","22,214","23,407","26,059","26,170","27,438","25,420","23,119","22,114","24,991","23,363","24,426","24,895",,,,"24,664",,Todd County, Minnesota
"https://en.wikipedia.org/wiki/Traverse_County,_Minnesota",,,,,,,,,13,"1,507","4,516","7,573","8,049","7,943","7,938","8,283","8,053","7,503","6,254","5,542","4,463","4,134","3,558",,,,"3,259",,Traverse County, Minnesota
"https://en.wikipedia.org/wiki/Wabasha_County,_Minnesota",,,,,,,243,"7,228","15,850","18,206","16,972","18,924","18,554","17,919","19,613","17,653","16,878","17,007","17,224","19,335","19,744","21,610","21,676",,,,"21,627",,Wabasha County, Minnesota
"https://en.wikipedia.org/wiki/Wadena_County,_Minnesota",,,,,,,,,6,"2,080","4,058","7,921","8,652","10,699","10,990","12,772","12,806","12,199","12,412","14,192","13,154","13,713","13,843",,,,"13,682",,Wadena County, Minnesota
"https://en.wikipedia.org/wiki/Waseca_County,_Minnesota",,,,,,,,"2,601","7,854","12,385","13,313","14,760","13,466","14,133","14,412","15,186","14,957","16,041","16,663","18,448","18,079","19,526","19,136",,,,"18,612",,Waseca County, Minnesota
"https://en.wikipedia.org/wiki/Washington_County,_Minnesota",,,,,,,"1,056","6,123","11,809","19,563","25,992","27,808","26,013","23,761","24,753","26,430","34,544","52,432","83,003","113,571","145,896","201,130","238,136",,,,"262,440",,Washington County, Minnesota
"https://en.wikipedia.org/wiki/Watonwan_County,_Minnesota",,,,,,,,,"2,426","5,104","7,746","11,496","11,332","12,457","12,802","13,902","13,881","14,460","13,298","12,361","11,682","11,876","11,211",,,,"10,897",,Watonwan County, Minnesota
"https://en.wikipedia.org/wiki/Wilkin_County,_Minnesota",,,,,,,,40,295,"1,906","4,346","8,080","9,063","10,187","9,791","10,475","10,567","10,650","9,389","8,454","7,516","7,138","6,576",,,,"6,207",,Wilkin County, Minnesota
"https://en.wikipedia.org/wiki/Winona_County,_Minnesota",,,,,,,,"9,208","22,319","27,107","33,797","35,686","33,398","33,653","35,144","37,795","39,841","40,937","44,409","46,256","47,828","49,985","51,461",,,,"50,484",,Winona County, Minnesota
"https://en.wikipedia.org/wiki/Wright_County,_Minnesota",,,,,,,,"3,729","9,457","18,104","24,164","29,157","28,082","28,685","27,119","27,550","27,716","29,935","38,933","58,681","68,710","89,986","124,700",,,,,"140,852",Wright County, Minnesota
"https://en.wikipedia.org/wiki/Yellow_Medicine_County,_Minnesota",,,,,,,,,,"5,884","9,854","14,602","15,406","16,550","16,625","16,917","16,279","15,523","14,418","13,653","11,684","11,080","10,438",,,,"9,709",,Yellow Medicine County, Minnesota
"https://en.wikipedia.org/wiki/Adams_County,_Mississippi",,"4,660","10,002","12,076","14,937","19,434","18,601","20,165","19,084","22,649","26,031","30,111","25,265","22,183","23,564","27,238","32,256","37,730","37,293","38,035","35,356","34,340","32,297",,,"31,192",,,Adams County, Mississippi
"https://en.wikipedia.org/wiki/Alcorn_County,_Mississippi",,,,,,,,,"10,431","14,272","13,115","14,987","18,159","21,369","23,653","26,969","27,158","25,282","27,179","33,036","31,722","34,558","37,057",,,"36,925",,,Alcorn County, Mississippi
"https://en.wikipedia.org/wiki/Amite_County,_Mississippi",,,"4,750","6,853","7,934","9,511","9,694","12,336","10,973","14,004","18,198","20,708","22,954","18,960","19,712","21,892","19,261","15,573","13,763","13,369","13,328","13,599","13,131",,,"12,326",,,Amite County, Mississippi
"https://en.wikipedia.org/wiki/Attala_County,_Mississippi",,,,,,"4,303","10,991","14,169","14,776","19,988","22,213","26,248","28,851","24,831","26,035","30,227","26,652","21,335","19,570","19,865","18,481","19,661","19,564",,,"18,365",,,Attala County, Mississippi
"https://en.wikipedia.org/wiki/Benton_County,_Mississippi",,,,,,,,,,"11,023","10,585","10,510","10,245","9,851","9,813","10,429","8,793","7,723","7,505","8,153","8,046","8,026","8,729",,,"8,271",,,Benton County, Mississippi
"https://en.wikipedia.org/wiki/Bolivar_County,_Mississippi",,,,,,"1,356","2,577","10,471","9,732","18,652","29,980","35,427","48,905","57,669","71,051","67,564","63,004","54,464","49,409","45,965","41,875","40,633","34,145",,,"31,333",,,Bolivar County, Mississippi
"https://en.wikipedia.org/wiki/Calhoun_County,_Mississippi",,,,,,,,"9,518","10,561","13,492",,"16,512","17,726","16,823","18,080","20,893","18,369","15,941","14,623","15,664","14,908","15,069","14,962",,,"14,436",,,Calhoun County, Mississippi
"https://en.wikipedia.org/wiki/Carroll_County,_Mississippi",,,,,,"10,481","18,491","22,035","21,047","17,795","18,773","22,116","23,139","20,324","19,765","20,651","15,499","11,177","9,397","9,776","9,237","10,769","10,597",,,"9,911",,,Carroll County, Mississippi
"https://en.wikipedia.org/wiki/Chickasaw_County,_Mississippi",,,,,,"2,955","16,369","16,426","19,899","17,905","19,891","19,892","22,846","22,212","20,835","21,427","18,951","16,891","16,805","17,853","18,085","19,440","17,392",,,"17,171",,,Chickasaw County, Mississippi
"https://en.wikipedia.org/wiki/Choctaw_County,_Mississippi",,,,,,"6,010","11,402","15,722","16,988","9,036","10,847","13,036","14,357","12,491","12,339","13,548","11,009","8,423","8,440","8,996","9,071","9,758","8,543",,,"8,278",,,Choctaw County, Mississippi
