Link,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010,2016 (est.),2017 (est.),2018 (est.),2019 (est.),2020 (est.),County,State
"https://en.wikipedia.org/wiki/Bryan_County,_Georgia",,"2,836","2,827","3,021","3,139","3,182","3,424","4,015","5,252","4,929","5,520","6,122","6,702","6,343","5,952","6,288","5,965","6,226","6,539","10,175","15,438","23,417","30,233",,,,"39,627",,Bryan County, Georgia
"https://en.wikipedia.org/wiki/Bulloch_County,_Georgia",,"1,913","2,305","2,578","2,587","3,102","4,300","5,668","5,610","8,053","13,712","21,377","26,464","26,133","26,509","26,010","24,740","24,263","31,585","35,785","43,125","55,983","70,217",,,,"79,608",,Bulloch County, Georgia
"https://en.wikipedia.org/wiki/Burke_County,_Georgia","9,467","9,504","10,858","11,577","11,833","13,176","16,100","17,165","17,679","27,128","28,501","30,165","27,268","30,836","29,224","26,520","23,458","20,596","18,255","19,349","20,579","22,243","23,316",,,,"22,383",,Burke County, Georgia
"https://en.wikipedia.org/wiki/Butts_County,_Georgia",,,,,"4,944","5,308","6,488","6,455","6,941","8,311","10,565","12,805","13,624","12,327","9,345","9,182","9,079","8,976","10,560","13,665","15,326","19,522","23,655",,,,"24,936",,Butts County, Georgia
"https://en.wikipedia.org/wiki/Calhoun_County,_Georgia",,,,,,,,"4,913","5,503","7,024","8,438","9,274","11,334","10,225","10,576","10,438","8,578","7,341","6,606","5,717","5,013","6,320","6,694",,,,"6,189",,Calhoun County, Georgia
"https://en.wikipedia.org/wiki/Camden_County,_Georgia",305,"1,681","3,941","4,342","4,578","6,075","6,319","5,420","4,615","6,183","6,178","7,669","7,690","6,969","6,338","5,910","7,322","9,975","11,334","13,371","30,167","43,664","50,513",,,,"54,666",,Camden County, Georgia
"https://en.wikipedia.org/wiki/Candler_County,_Georgia",,,,,,,,,,,,,,"9,228","8,991","9,103","8,063","6,672","6,412","7,518","7,744","9,577","10,998",,,,"10,803",,Candler County, Georgia
"https://en.wikipedia.org/wiki/Carroll_County,_Georgia",,,,,"3,419","5,252","9,357","11,991","11,782","16,901","22,301","26,576","30,855","34,752","34,272","34,156","34,112","36,451","45,404","56,346","71,422","87,268","110,527",,,,"119,992",,Carroll County, Georgia
"https://en.wikipedia.org/wiki/Catoosa_County,_Georgia",,,,,,,,"5,082","4,409","4,739","5,431","5,823","7,184","6,677","9,421","12,199","15,146","21,101","28,271","36,991","42,464","53,282","63,942",,,,"67,580",,Catoosa County, Georgia
"https://en.wikipedia.org/wiki/Charlton_County,_Georgia",,,,,,,,"1,780","1,897","2,154","3,335","3,592","4,722","4,536","4,381","5,256","4,821","5,313","5,680","7,343","8,496","10,282","12,171",,,,"13,392",,Charlton County, Georgia
"https://en.wikipedia.org/wiki/Chatham_County,_Georgia","10,769","12,946","13,540","14,737","14,127","18,801","23,901","31,043","41,279","45,023","57,740","71,239","79,690","100,032","105,431","117,970","151,481","188,299","187,767","202,226","216,935","232,048","265,128",,,,"289,430",,Chatham County, Georgia
"https://en.wikipedia.org/wiki/Chattahoochee_County,_Georgia",,,,,,,,"5,797","6,059","5,670","4,902","5,790","5,586","5,266","8,894","15,138","12,149","13,011","25,813","21,732","16,934","14,882","11,267",,,,"10,907",,Chattahoochee County, Georgia
"https://en.wikipedia.org/wiki/Chattooga_County,_Georgia",,,,,,"3,438","6,815","7,165","6,902","10,021","11,202","12,952","13,608","14,312","15,407","18,532","21,197","19,954","20,541","21,856","22,242","25,470","26,015",,,,"24,789",,Chattooga County, Georgia
"https://en.wikipedia.org/wiki/Cherokee_County,_Georgia",,,,,,"5,895","12,800","11,291","10,399","14,325","15,412","15,243","16,661","18,569","20,003","20,126","20,750","23,001","31,059","51,699","90,204","141,903","214,346",,,,"258,773",,Cherokee County, Georgia
"https://en.wikipedia.org/wiki/Clarke_County,_Georgia",,,"7,628","8,767","10,176","10,522","11,119","11,218","12,941","11,702","15,186","17,708","23,273","26,111","25,613","28,398","36,550","45,363","65,177","74,498","87,594","101,489","116,714",,,,"128,331",,Clarke County, Georgia
"https://en.wikipedia.org/wiki/Clay_County,_Georgia",,,,,,,,"4,893","5,493","6,650","7,817","8,568","8,960","7,557","6,943","7,064","5,844","4,551","3,636","3,553","3,364","3,357","3,183",,,,"2,834",,Clay County, Georgia
"https://en.wikipedia.org/wiki/Clayton_County,_Georgia",,,,,,,,"4,466","5,477","8,027","8,295","9,598","10,453","11,159","10,260","11,655","22,872","46,365","98,043","150,357","182,052","236,517","259,424",,,,"292,256",,Clayton County, Georgia
"https://en.wikipedia.org/wiki/Clinch_County,_Georgia",,,,,,,637,"3,063","3,945","4,138","6,652","8,732","8,424","7,984","7,015","6,437","6,007","6,545","6,405","6,660","6,160","6,878","6,798",,,,"6,618",,Clinch County, Georgia
"https://en.wikipedia.org/wiki/Cobb_County,_Georgia",,,,,,"7,539","13,843","14,242","13,814","20,748","22,286","24,664","28,397","30,437","35,408","38,272","61,830","114,174","196,793","297,718","447,745","607,751","688,078",,,,"760,141",,Cobb County, Georgia
"https://en.wikipedia.org/wiki/Coffee_County,_Georgia",,,,,,,,"2,879","3,192","5,070","10,483","16,169","21,953","18,653","19,739","21,541","23,961","21,953","22,828","26,894","29,592","37,413","42,356",,,,"43,273",,Coffee County, Georgia
"https://en.wikipedia.org/wiki/Colquitt_County,_Georgia",,,,,,,,"1,316","1,654","2,527","4,794","13,636","19,789","29,332","30,622","33,012","33,999","34,048","32,200","35,376","36,645","42,053","45,498",,,,"45,600",,Colquitt County, Georgia
"https://en.wikipedia.org/wiki/Columbia_County,_Georgia",,"8,345","11,242","12,695","12,606","11,356","11,961","11,860","13,529","10,465","11,281","10,653","12,328","11,718","8,793","9,433","9,525","13,423","22,327","40,118","66,031","89,288","124,053",,,,"156,714",,Columbia County, Georgia
"https://en.wikipedia.org/wiki/Cook_County,_Georgia",,,,,,,,,,,,,,"11,180","11,311","11,919","12,201","11,822","12,129","13,490","13,456","15,771","17,212",,,,"17,270",,Cook County, Georgia
"https://en.wikipedia.org/wiki/Coweta_County,_Georgia",,,,,"5,003","10,364","13,635","14,703","15,875","21,109","22,354","24,980","28,800","29,047","25,127","26,972","27,786","28,893","32,310","39,268","53,853","89,215","127,317",,,,"148,509",,Coweta County, Georgia
"https://en.wikipedia.org/wiki/Crawford_County,_Georgia",,,,,"5,313","7,981","8,984","7,693","7,557","8,656","9,315","10,368","8,310","8,893","7,020","7,128","6,080","5,816","5,748","7,684","8,991","12,495","12,630",,,,"12,404",,Crawford County, Georgia
"https://en.wikipedia.org/wiki/Crisp_County,_Georgia",,,,,,,,,,,,,"16,423","18,914","17,343","17,540","17,663","17,768","18,087","19,489","20,011","21,996","23,439",,,,"22,372",,Crisp County, Georgia
"https://en.wikipedia.org/wiki/Dade_County,_Georgia",,,,,,"1,364","2,680","3,069","3,033","4,702","5,707","4,578","4,139","3,918","4,146","5,894","7,364","8,666","9,910","12,318","13,147","15,154","16,633",,,,"16,116",,Dade County, Georgia
"https://en.wikipedia.org/wiki/Dawson_County,_Georgia",,,,,,,,"3,856","4,369","5,837","5,612","5,442","4,686","4,204","3,502","4,479","3,712","3,590","3,639","4,774","9,429","15,999","22,330",,,,"26,108",,Dawson County, Georgia
"https://en.wikipedia.org/wiki/Decatur_County,_Georgia",,,,,"3,854","5,872","8,262","11,922","15,183","19,072","19,949","29,454","29,045","31,785","23,622","22,234","23,620","25,203","22,310","25,495","25,511","28,240","27,842",,,,"26,404",,Decatur County, Georgia
"https://en.wikipedia.org/wiki/DeKalb_County,_Georgia",,,,,"10,042","10,467","14,328","7,806","10,014","14,497","17,189","21,112","27,881","44,051","70,278","86,942","136,395","256,782","415,387","483,024","545,837","665,865","691,893",,,,"759,297",,DeKalb County, Georgia
"https://en.wikipedia.org/wiki/Dodge_County,_Georgia",,,,,,,,,,"5,358","11,452","13,975","20,127","22,540","21,599","21,022","17,865","16,483","15,658","16,955","17,607","19,171","21,796",,,,"20,605",,Dodge County, Georgia
"https://en.wikipedia.org/wiki/Dooly_County,_Georgia",,,,,"2,135","4,427","8,361","8,917","9,790","12,420","18,146","26,567","20,554","20,522","18,025","16,886","14,159","11,474","10,404","10,826","9,901","11,525","14,918",,,,"13,390",,Dooly County, Georgia
"https://en.wikipedia.org/wiki/Dougherty_County,_Georgia",,,,,,,,"8,295","11,517","12,622","12,206","13,679","16,035","20,063","22,306","28,565","43,617","75,680","89,639","100,718","96,311","96,065","94,565",,,,"87,956",,Dougherty County, Georgia
"https://en.wikipedia.org/wiki/Douglas_County,_Georgia",,,,,,,,,,"6,934","7,794","8,745","8,953","10,477","9,461","10,053","12,173","16,741","28,659","54,573","71,120","92,174","132,403",,,,"146,343",,Douglas County, Georgia
"https://en.wikipedia.org/wiki/Early_County,_Georgia",,,,768,"2,051","5,444","7,246","6,149","6,998","7,611","9,792","14,828","18,122","18,983","18,273","18,679","17,413","13,151","12,682","13,158","11,854","12,354","11,008",,,,"10,190",,Early County, Georgia
"https://en.wikipedia.org/wiki/Echols_County,_Georgia",,,,,,,,"1,491","1,978","2,553","3,079","3,209","3,309","3,313","2,744","2,964","2,494","1,876","1,924","2,297","2,334","3,754","4,034",,,,"4,006",,Echols County, Georgia
"https://en.wikipedia.org/wiki/Effingham_County,_Georgia","2,424","2,072","2,586","3,018","2,924","3,075","3,864","4,755","4,214","5,979","5,599","8,334","9,971","9,985","10,164","9,646","9,133","10,144","13,632","18,327","25,687","37,535","52,250",,,,"64,296",,Effingham County, Georgia
"https://en.wikipedia.org/wiki/Elbert_County,_Georgia",,"10,094","12,156","11,788","12,354","11,125","12,959","10,433","9,249","12,957","15,376","19,729","24,125","23,905","18,485","19,618","18,585","17,835","17,262","18,758","18,949","20,511","20,166",,,,"19,194",,Elbert County, Georgia
"https://en.wikipedia.org/wiki/Emanuel_County,_Georgia",,,,"2,928","2,673","3,129","4,577","5,081","6,134","9,759","14,703","21,279","25,140","25,862","24,101","23,517","19,789","17,815","18,189","20,795","20,546","21,837","22,598",,,,"22,646",,Emanuel County, Georgia
"https://en.wikipedia.org/wiki/Evans_County,_Georgia",,,,,,,,,,,,,,"6,594","7,102","7,401","6,653","6,952","7,290","8,428","8,724","10,495","11,000",,,,"10,654",,Evans County, Georgia
"https://en.wikipedia.org/wiki/Fannin_County,_Georgia",,,,,,,,"5,139","5,429","7,245","8,724","11,214","12,574","12,103","12,969","14,752","15,192","13,620","13,357","14,748","15,992","19,798","23,682",,,,"26,188",,Fannin County, Georgia
"https://en.wikipedia.org/wiki/Fayette_County,_Georgia",,,,,"5,504","6,191","8,709","7,047","8,221","8,605","8,728","10,114","10,966","11,396","8,665","8,170","7,978","8,199","11,364","29,043","62,415","91,263","106,567",,,,"114,421",,Fayette County, Georgia
"https://en.wikipedia.org/wiki/Floyd_County,_Georgia",,,,,,"4,441","8,205","15,195","17,230","24,418","28,391","33,113","36,736","39,841","48,667","56,141","62,899","69,130","73,742","79,800","81,251","90,565","96,317",,,,"98,498",,Floyd County, Georgia
"https://en.wikipedia.org/wiki/Forsyth_County,_Georgia",,,,,,"6,619","8,850","7,749","7,983","10,559","11,155","11,550","11,940","11,755","10,624","11,322","11,005","12,170","16,928","27,958","44,083","98,407","175,511",,,,"244,252",,Forsyth County, Georgia
"https://en.wikipedia.org/wiki/Franklin_County,_Georgia","1,041","6,859","10,815","9,040","10,107","9,886","11,513","7,393","7,893","11,453","14,670","17,700","17,894","19,957","15,902","15,612","14,446","13,274","12,784","15,185","16,650","20,285","22,084",,,,"23,349",,Franklin County, Georgia
"https://en.wikipedia.org/wiki/Fulton_County,_Georgia",,,,,,,,"14,427","33,446","49,137","84,655","117,363","177,733","232,606","318,587","392,886","473,572","556,326","607,592","589,904","648,951","816,006","920,581",,,,"1,063,937",,Fulton County, Georgia
"https://en.wikipedia.org/wiki/Gilmer_County,_Georgia",,,,,,"2,536","8,440","6,724","6,644","8,386","9,074","10,198","9,237","8,406","7,344","9,001","9,963","8,922","8,956","11,110","13,368","23,456","28,292",,,"30,816",,,Gilmer County, Georgia
"https://en.wikipedia.org/wiki/Glascock_County,_Georgia",,,,,,,,"2,437","2,736","3,577","3,720","4,516","4,669","4,192","4,388","4,547","3,579","2,672","2,280","2,382","2,357","2,556","3,082",,,"2,995",,,Glascock County, Georgia
"https://en.wikipedia.org/wiki/Glynn_County,_Georgia",413,"1,874","3,417","3,418","4,567","5,302","4,933","3,889","5,376","6,497","13,420","14,317","15,720","19,370","19,400","21,920","29,046","41,954","50,528","54,981","62,496","67,568","79,626",,,"85,219",,,Glynn County, Georgia
"https://en.wikipedia.org/wiki/Gordon_County,_Georgia",,,,,,,"5,984","10,146","9,268","11,171","12,758","14,119","15,861","17,736","16,846","18,445","18,922","19,228","23,570","30,070","35,072","44,104","55,186",,,"57,685",,,Gordon County, Georgia
"https://en.wikipedia.org/wiki/Grady_County,_Georgia",,,,,,,,,,,,,"18,457","20,306","19,200","19,654","18,928","18,015","17,826","19,845","20,279","23,659","25,011",,,"24,748",,,Grady County, Georgia
"https://en.wikipedia.org/wiki/Greene_County,_Georgia","5,405","10,761","11,679","13,589","12,549","11,690","13,068","12,652","12,454","17,547","17,051","16,542","18,512","18,972","12,616","13,709","12,843","11,193","10,212","11,391","11,793","14,406","15,994",,,"17,698",,,Greene County, Georgia
"https://en.wikipedia.org/wiki/Gwinnett_County,_Georgia",,,,"4,589","13,289","10,804","11,257","12,940","12,431","19,531","19,899","25,585","28,824","30,327","27,853","29,087","32,320","43,541","72,349","166,903","352,910","588,448","805,321",,,,"936,250",,Gwinnett County, Georgia
"https://en.wikipedia.org/wiki/Habersham_County,_Georgia",,,,"3,145","10,671","7,961","8,895","5,966","6,322","8,718","11,573","13,604","10,134","10,730","12,748","14,771","16,553","18,116","20,691","25,020","27,621","35,902","43,041",,,"45,288",,,Habersham County, Georgia
"https://en.wikipedia.org/wiki/Hall_County,_Georgia",,,,"5,086","11,748","7,875","8,713","9,366","9,607","15,298","18,047","20,752","25,730","26,822","30,313","34,822","40,113","49,739","59,405","75,649","95,428","139,277","179,684",,,,"204,441",,Hall County, Georgia
"https://en.wikipedia.org/wiki/Hancock_County,_Georgia",,"14,456","13,330","12,734","11,820","9,659","11,578","12,044","11,317","16,989","17,149","18,277","19,189","18,357","13,070","12,764","11,052","9,979","9,019","9,466","8,908","10,076","9,429",,,"8,348",,,Hancock County, Georgia
"https://en.wikipedia.org/wiki/Haralson_County,_Georgia",,,,,,,,"3,039","4,004","5,972","11,316","11,922","13,514","14,440","13,263","14,377","14,663","14,543","15,927","18,422","21,966","25,690","28,780",,,"29,533",,,Haralson County, Georgia
"https://en.wikipedia.org/wiki/Harris_County,_Georgia",,,,,"5,105","13,933","14,721","13,736","13,284","15,758","16,797","18,009","17,886","15,775","11,140","11,428","11,265","11,167","11,520","15,464","17,788","23,695","32,024",,,"34,475",,,Harris County, Georgia
"https://en.wikipedia.org/wiki/Hart_County,_Georgia",,,,,,,,"6,137","6,783","9,094","10,887","14,492","16,216","17,944","15,174","15,512","14,495","15,229","15,814","18,585","19,712","22,997","25,213",,,"26,018",,,Hart County, Georgia
"https://en.wikipedia.org/wiki/Heard_County,_Georgia",,,,,,"5,329","6,923","7,805","7,866","8,769","9,557","11,177","11,189","11,126","9,102","8,610","6,975","5,333","5,354","6,520","8,628","11,012","11,834",,,"11,879",,,Heard County, Georgia
"https://en.wikipedia.org/wiki/Henry_County,_Georgia",,,,,"10,566","11,756","14,726","10,702","10,102","14,193","16,220","18,602","19,927","20,420","15,924","15,119","15,857","17,619","23,724","36,309","58,741","119,341","203,922",,,,"234,561",,Henry County, Georgia
"https://en.wikipedia.org/wiki/Houston_County,_Georgia",,,,,"7,369","9,711","16,450","15,611","20,406","22,414","21,613","22,641","23,609","21,964","11,280","11,303","20,964","39,154","62,924","77,605","89,208","110,765","139,900",,,,"157,863",,Houston County, Georgia
"https://en.wikipedia.org/wiki/Irwin_County,_Georgia",,,,411,"1,180","2,038","3,334","1,699","1,837","2,696","6,316","13,645","10,461","12,670","12,199","12,936","11,973","9,211","8,036","8,988","8,649","9,931","9,538",,,"9,398",,,Irwin County, Georgia
"https://en.wikipedia.org/wiki/Jackson_County,_Georgia",,"7,736","10,569","8,355","9,004","8,522","9,768","10,605","11,181","16,297","19,176","24,039","30,169","24,654","21,609","20,089","18,997","18,499","21,093","25,343","30,005","41,589","60,485",,,"70,422",,,Jackson County, Georgia
"https://en.wikipedia.org/wiki/Jasper_County,_Georgia",,,"7,573","14,614","13,131","11,111","11,486","10,743","10,439","11,851","13,879","15,033","16,552","16,362","8,594","8,772","7,473","6,135","5,760","7,553","8,453","11,426","13,900",,,"14,040",,,Jasper County, Georgia
"https://en.wikipedia.org/wiki/Jeff_Davis_County,_Georgia",,,,,,,,,,,,,"6,050","7,322","8,118","8,841","9,299","8,914","9,425","11,473","12,032","12,684","15,068",,,"15,029",,,Jeff Davis County, Georgia
"https://en.wikipedia.org/wiki/Jefferson_County,_Georgia",,"5,684","6,111","7,056","7,309","7,254","9,131","10,219","12,190","15,671","17,213","18,212","21,379","22,602","20,727","20,040","18,855","17,468","17,174","18,403","17,408","17,266","16,930",,,"15,430",,,Jefferson County, Georgia
"https://en.wikipedia.org/wiki/Jenkins_County,_Georgia",,,,,,,,,,,,,"11,520","14,328","12,908","11,843","10,264","9,148","8,332","8,841","8,247","8,575","8,340",,,"8,683",,,Jenkins County, Georgia
"https://en.wikipedia.org/wiki/Johnson_County,_Georgia",,,,,,,,"2,919","2,964","4,800","6,129","11,409","12,897","13,546","12,681","12,953","9,893","8,048","7,727","8,660","8,329","8,560","9,980",,,"9,708",,,Johnson County, Georgia
"https://en.wikipedia.org/wiki/Jones_County,_Georgia",,,"8,597","16,570","13,345","10,065","10,224","9,107","9,436","11,613","12,709","13,358","13,103","13,269","8,992","8,331","7,538","8,468","12,218","16,579","20,739","23,639","28,669",,,"28,616",,,Jones County, Georgia
"https://en.wikipedia.org/wiki/Lamar_County,_Georgia",,,,,,,,,,,,,,,"9,745","10,091","10,242","10,240","10,688","12,215","13,038","15,912","18,317",,,"19,000",,,Lamar County, Georgia
"https://en.wikipedia.org/wiki/Lanier_County,_Georgia",,,,,,,,,,,,,,,"5,190","5,632","5,151","5,097","5,031","5,654","5,531","7,847","10,078",,,"10,340",,,Lanier County, Georgia
"https://en.wikipedia.org/wiki/Laurens_County,_Georgia",,,"2,210","5,436","5,589","5,585","6,442","6,998","7,834","10,053","13,747","25,908","35,501","39,605","32,693","33,606","33,123","32,313","32,738","36,990","39,988","44,874","48,434",,,"47,325",,,Laurens County, Georgia
"https://en.wikipedia.org/wiki/Lee_County,_Georgia",,,,,"1,680","4,520","6,660","7,196","9,567","10,577","9,074","10,344","11,679","10,904","8,328","7,837","6,674","6,204","7,044","11,684","16,250","24,757","28,298",,,"29,764",,,Lee County, Georgia
"https://en.wikipedia.org/wiki/Liberty_County,_Georgia","5,355","5,313","6,228","6,695","7,233","7,241","7,926","8,367","7,688","10,649","12,887","13,093","12,924","12,707","8,153","8,595","8,444","14,487","17,569","37,583","52,745","61,610","63,453",,,"61,497",,,Liberty County, Georgia
"https://en.wikipedia.org/wiki/Lincoln_County,_Georgia",,"4,766","4,555","6,458","6,145","5,895","5,998","5,466","5,413","6,412","6,146","7,156","8,714","9,739","7,847","7,042","6,462","5,906","5,895","6,716","7,442","8,348","7,996",,,"7,915",,,Lincoln County, Georgia
"https://en.wikipedia.org/wiki/Long_County,_Georgia",,,,,,,,,,,,,,,"4,180","4,086","3,598","3,874","3,746","4,524","6,202","10,304","14,464",,,"18,998",,,Long County, Georgia
"https://en.wikipedia.org/wiki/Lowndes_County,_Georgia",,,,,"2,453","5,574","7,714","5,249","8,321","11,049","15,102","20,036","24,436","26,521","29,994","31,860","35,211","49,270","55,112","67,972","75,981","92,115","109,233",,,,"117,406",,Lowndes County, Georgia
"https://en.wikipedia.org/wiki/Lumpkin_County,_Georgia",,,,,,"5,671","8,955","4,626","5,161","6,526","6,867","7,433","5,444","5,240","4,927","6,223","6,574","7,241","8,728","10,762","14,573","21,016","29,966",,,"32,955",,,Lumpkin County, Georgia
"https://en.wikipedia.org/wiki/McDuffie_County,_Georgia",,,,,,,,,,"9,449","8,789","9,804","10,325","11,509","9,014","10,878","11,443","12,627","15,276","18,546","20,119","21,231","21,875",,,"21,531",,,McDuffie County, Georgia
"https://en.wikipedia.org/wiki/McIntosh_County,_Georgia",,"2,660","3,739","5,129","4,998","5,360","6,027","5,546","4,491","6,241","6,470","6,537","6,442","5,119","5,763","5,292","6,008","6,364","7,371","8,046","8,634","10,847","14,333",,,"14,340",,,McIntosh County, Georgia
"https://en.wikipedia.org/wiki/Macon_County,_Georgia",,,,,,"5,045","7,052","8,449","11,458","11,675","13,183","14,093","15,016","17,667","16,643","15,947","14,213","13,170","12,933","14,003","13,114","14,074","14,740",,,"13,143",,,Macon County, Georgia
"https://en.wikipedia.org/wiki/Madison_County,_Georgia",,,,"3,735","4,646","4,510","5,703","5,933","5,227","7,977","11,024","13,224","16,851","18,803","14,921","13,431","12,238","11,246","13,517","17,747","21,050","25,730","28,120",,,"29,650",,,Madison County, Georgia
"https://en.wikipedia.org/wiki/Marion_County,_Georgia",,,,,"1,436","4,812","10,280","7,390","8,000","8,598","7,728","10,080","9,147","7,604","6,968","6,954","6,521","5,477","5,099","5,297","5,590","7,144","8,742",,,"8,351",,,Marion County, Georgia
"https://en.wikipedia.org/wiki/Meriwether_County,_Georgia",,,,,"4,422","14,132","16,476","15,330","13,756","17,651","20,740","23,339","25,180","26,167","22,437","22,055","21,055","19,756","19,461","21,229","22,411","22,534","21,992",,,"21,068",,,Meriwether County, Georgia
"https://en.wikipedia.org/wiki/Miller_County,_Georgia",,,,,,,,"1,791","3,091","3,720","4,275","6,319","7,986","9,565","9,076","9,998","9,023","6,908","6,397","7,038","6,280","6,383","6,125",,,"5,686",,,Miller County, Georgia
"https://en.wikipedia.org/wiki/Mitchell_County,_Georgia",,,,,,,,"4,308","6,633","9,392","10,906","14,767","22,114","25,588","23,620","23,261","22,528","19,652","18,956","21,114","20,275","23,932","23,498",,,"22,192",,,Mitchell County, Georgia
"https://en.wikipedia.org/wiki/Monroe_County,_Georgia",,,,,"16,202","16,275","16,985","15,953","17,213","18,808","19,137","20,682","20,450","20,138","11,606","10,749","10,523","10,495","10,991","14,610","17,113","21,757","26,424",,,"27,520",,,Monroe County, Georgia
"https://en.wikipedia.org/wiki/Montgomery_County,_Georgia",,"3,180","2,954","1,869","1,269","1,616","2,154","2,997","3,586","5,381","9,248","16,359","19,638","9,167","10,020","9,668","7,901","6,284","6,099","7,011","7,163","8,270","9,123",,,"9,193",,,Montgomery County, Georgia
"https://en.wikipedia.org/wiki/Morgan_County,_Georgia",,,"8,369","13,520","12,046","9,121","10,744","9,997","10,696","14,032","16,041","15,813","19,717","20,143","12,488","12,713","11,899","10,280","9,904","11,572","12,883","15,457","17,868",,,"18,893",,,Morgan County, Georgia
"https://en.wikipedia.org/wiki/Murray_County,_Georgia",,,,,,"4,695","14,443","7,083","6,500","8,269","8,461","8,623","9,763","9,490","9,215","11,137","10,676","10,447","12,986","19,685","26,147","36,506","39,628",,,"39,921",,,Murray County, Georgia
"https://en.wikipedia.org/wiki/Muscogee_County,_Georgia",,,,,"3,508","11,699","18,578","16,584","16,663","19,322","27,761","29,836","36,227","44,195","57,558","75,494","118,028","158,623","167,377","170,108","179,278","186,291","189,885",,,,"195,769",,Muscogee County, Georgia
"https://en.wikipedia.org/wiki/Newton_County,_Georgia",,,,,"11,155","11,628","13,296","14,320","14,615","13,623","14,310","16,734","18,449","21,680","17,290","18,576","20,185","20,999","26,282","34,489","41,808","62,001","99,958",,,"109,541",,,Newton County, Georgia
"https://en.wikipedia.org/wiki/Oconee_County,_Georgia",,,,,,,,,,"6,351","7,713","8,602","11,104","11,067","8,082","7,576","7,009","6,304","7,915","12,427","17,618","26,225","32,666",,"39,272",,,,Oconee County, Georgia
"https://en.wikipedia.org/wiki/Oglethorpe_County,_Georgia",,"9,780","12,297","14,046","13,618","10,868","12,259","11,549","11,782","15,400","16,951","17,881","18,680","20,287","12,927","12,430","9,958","7,926","7,598","8,929","9,763","12,635","14,899",,,"15,054",,,Oglethorpe County, Georgia
"https://en.wikipedia.org/wiki/Paulding_County,_Georgia",,,,,,"2,556","7,039","7,038","7,639","10,887","11,948","12,969","14,124","14,025","12,327","12,832","11,752","13,101","17,520","26,110","41,611","81,678","142,324",,,,"168,667",,Paulding County, Georgia
"https://en.wikipedia.org/wiki/Peach_County,_Georgia",,,,,,,,,,,,,,,"10,268","10,378","11,705","13,846","15,990","19,151","21,189","23,668","27,695",,,"27,297",,,Peach County, Georgia
"https://en.wikipedia.org/wiki/Pickens_County,_Georgia",,,,,,,,"4,951","5,317","6,790","8,182","8,641","9,041","8,222","9,687","9,136","8,855","8,903","9,620","11,652","14,432","22,983","29,431",,,"31,980",,,Pickens County, Georgia
"https://en.wikipedia.org/wiki/Pierce_County,_Georgia",,,,,,,,"1,973","2,778","4,538","6,379","8,100","10,749","11,934","12,522","11,800","11,112","9,678","9,281","11,897","13,328","15,636","18,758",,,"19,389",,,Pierce County, Georgia
"https://en.wikipedia.org/wiki/Pike_County,_Georgia",,,,,"6,149","9,176","14,306","10,078","10,905","15,849","16,300","18,761","19,495","21,212","10,853","10,375","8,459","7,138","7,316","8,937","10,224","13,688","17,869",,,"18,634",,,Pike County, Georgia
"https://en.wikipedia.org/wiki/Polk_County,_Georgia",,,,,,,,"6,295","7,822","11,952","14,945","17,856","20,203","20,357","25,141","28,467","30,976","28,015","29,656","32,386","33,815","38,127","41,475",,,"42,470",,,Polk County, Georgia
"https://en.wikipedia.org/wiki/Pulaski_County,_Georgia",,,"2,093","5,283","4,906","5,389","6,627","8,744","11,940","14,058","16,559","18,489","22,835","11,587","9,005","9,829","8,808","8,204","8,066","8,950","8,108","9,588","12,010",,,"11,069",,,Pulaski County, Georgia
"https://en.wikipedia.org/wiki/Putnam_County,_Georgia",,,"10,029","15,475","13,261","10,260","10,794","10,125","10,461","14,539","14,842","13,436","13,876","15,151","8,367","8,514","7,731","7,798","8,394","10,295","14,137","18,812","21,218",,,"21,809",,,Putnam County, Georgia
"https://en.wikipedia.org/wiki/Quitman_County,_Georgia",,,,,,,,"3,499","4,150","4,392","4,471","4,701","4,594","3,417","3,820","3,435","3,015","2,432","2,180","2,357","2,209","2,598","2,513",,,,"2,299",,Quitman County, Georgia
"https://en.wikipedia.org/wiki/Rabun_County,_Georgia",,,,524,"2,176","1,912","2,448","3,271","3,256","4,634","5,606","6,285","5,562","5,746","6,331","7,821","7,424","7,456","8,327","10,466","11,648","15,050","16,276",,,"16,867",,,Rabun County, Georgia
"https://en.wikipedia.org/wiki/Randolph_County,_Georgia",,,,,"2,191","8,276","12,868","9,571","10,561","13,341","15,267","16,847","18,841","16,721","17,174","16,609","13,804","11,078","8,734","9,599","8,023","7,791","7,719",,,"6,867",,,Randolph County, Georgia
"https://en.wikipedia.org/wiki/Richmond_County,_Georgia","11,317","5,475","6,189","8,608","11,644","11,932","16,246","21,284","25,724","34,665","45,194","53,735","58,886","63,692","72,990","81,863","108,876","135,601","162,437","181,629","189,719","199,775","200,549",,,,"202,518",,Richmond County, Georgia
"https://en.wikipedia.org/wiki/Rockdale_County,_Georgia",,,,,,,,,,"6,838","6,813","7,515","8,916","9,521","7,247","7,724","8,464","10,572","18,152","36,747","54,091","70,111","85,215",,,"90,594",,,Rockdale County, Georgia
